City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ingham,US,2022-05-14 04:32:40,42.6,-84.3833,70.83,74,40,9.22
295,Warren,US,2022-05-14 04:32:41,39.4334,-84.1666,69.6,78,69,6.02
296,Maua,BR,2022-05-14 04:32:42,-23.6678,-46.4614,66.36,89,99,3.87
297,Copalillo,MX,2022-05-14 04:32:43,18.0333,-99.1167,76.23,58,51,4.65
298,Seymchan,RU,2022-05-14 04:32:43,62.8833,152.4333,44.85,64,100,16.84
299,Prince Rupert,CA,2022-05-14 04:32:45,54.3161,-130.3201,44.69,80,100,27.63
300,Nyurba,RU,2022-05-14 04:32:46,63.2842,118.3319,40.91,45,82,7.63
301,Vila Franca Do Campo,PT,2022-05-14 04:32:46,37.7167,-25.4333,62.2,95,100,3.78
302,Tateyama,JP,2022-05-14 04:32:46,34.9833,139.8667,73.09,94,100,19.71
303,Garmsar,IR,2022-05-14 04:32:47,35.2182,52.3409,65.53,36,6,4.05
304,Ouegoa,NC,2022-05-14 04:32:48,-20.35,164.4333,75.29,71,100,15.41
305,Acapulco,MX,2022-05-14 04:32:50,16.8634,-99.8901,84.02,79,75,9.22
306,Kavieng,PG,2022-05-14 04:32:51,-2.5744,150.7967,85.24,63,34,7.72
307,Ponta Do Sol,PT,2022-05-14 04:32:52,32.6667,-17.1,64.13,70,39,7.11
308,Damavand,IR,2022-05-14 04:32:53,35.7178,52.065,51.4,41,1,0.83
309,Beringovskiy,RU,2022-05-14 04:32:54,63.05,179.3167,37.4,88,84,2.3
310,Burns Lake,CA,2022-05-14 04:30:09,54.2331,-125.7533,40.42,77,83,3.78
311,Koslan,RU,2022-05-14 04:32:55,63.4564,48.8989,49.62,80,82,4.21
312,Reconquista,AR,2022-05-14 04:30:12,-29.15,-59.65,60.17,86,100,5.17
313,Korla,CN,2022-05-14 04:32:57,41.7597,86.1469,74.12,16,66,5.97
314,Usak,TR,2022-05-14 04:30:44,38.5,29.4167,58.6,62,2,1.59
315,Tiksi,RU,2022-05-14 04:32:58,71.6872,128.8694,23.88,78,61,8.75
316,Port Blair,IN,2022-05-14 04:32:58,11.6667,92.75,86.77,71,69,9.53
317,Bethel,US,2022-05-14 04:32:59,41.3712,-73.414,66.29,91,100,3.44
318,Salamanca,ES,2022-05-14 04:33:01,40.8333,-6.0,58.75,68,100,3.83
319,Norsup,VU,2022-05-14 04:33:02,-16.0667,167.3833,78.98,72,94,12.15
320,Chapada Dos Guimaraes,BR,2022-05-14 04:33:03,-15.4606,-55.7497,65.86,56,44,3.53
321,Sechura,PE,2022-05-14 04:33:04,-5.5569,-80.8222,67.33,80,33,11.3
322,Weligama,LK,2022-05-14 04:33:04,5.9667,80.4167,80.24,88,100,14.94
323,Kununurra,AU,2022-05-14 04:33:06,-15.7667,128.7333,91.38,43,93,6.91
324,Koumac,NC,2022-05-14 04:33:08,-20.5667,164.2833,74.91,70,99,8.16
325,Pontianak,ID,2022-05-14 04:33:15,-0.0333,109.3333,84.18,79,40,6.91
326,Manakara,MG,2022-05-14 04:33:16,-22.1333,48.0167,71.58,79,93,2.51
327,Coihaique,CL,2022-05-14 04:33:16,-45.5752,-72.0662,40.95,93,0,3.44
328,Srednekolymsk,RU,2022-05-14 04:33:17,67.45,153.6833,40.35,81,100,9.53
329,Manavalakurichi,IN,2022-05-14 04:33:18,8.1333,77.3,85.01,69,99,16.22
330,Lillooet,CA,2022-05-14 04:33:20,50.6856,-121.942,44.74,69,100,4.16
331,Naze,JP,2022-05-14 04:33:21,28.3667,129.4833,70.72,80,100,13.62
332,Hernani,ES,2022-05-14 04:33:25,43.2662,-1.9762,57.85,90,0,1.14
333,Nangomba,TZ,2022-05-14 04:33:26,-10.9,38.5,68.52,80,4,1.86
334,Uusikaupunki,FI,2022-05-14 04:33:28,60.8004,21.4084,45.1,82,100,5.5
335,Sheboygan,US,2022-05-14 04:33:35,43.7333,-87.9334,71.04,66,75,4.61
336,Muros,ES,2022-05-14 04:33:37,42.7762,-9.0603,64.17,63,100,2.66
337,Kamennogorsk,RU,2022-05-14 04:33:38,60.9545,29.1339,47.28,65,41,5.68
338,Sorland,NO,2022-05-14 04:33:42,67.667,12.6934,42.66,83,100,24.07
339,Bemidji,US,2022-05-14 04:29:48,47.4736,-94.8803,58.77,61,0,6.91
340,Padang,ID,2022-05-14 04:33:43,-0.9492,100.3543,86.05,61,21,5.37
341,Codrington,AU,2022-05-14 04:33:43,-38.2667,141.9667,69.46,53,26,17.49
342,Sao Joao Da Barra,BR,2022-05-14 04:33:44,-21.6403,-41.0511,71.44,81,100,6.15
343,Yovon,TJ,2022-05-14 04:33:44,38.3141,69.0378,67.68,60,98,3.47
344,Puerto Del Rosario,ES,2022-05-14 04:33:45,28.5004,-13.8627,65.95,72,0,3.44
345,Kishtwar,IN,2022-05-14 04:33:45,33.3167,75.7667,83.43,19,0,2.39
346,Mikhaylovka,RU,2022-05-14 04:33:46,50.06,43.2379,57.78,67,88,6.76
347,Broken Hill,AU,2022-05-14 04:31:11,-31.95,141.4333,68.61,44,85,11.01
348,Oranjestad,AW,2022-05-14 04:33:46,12.524,-70.027,80.55,83,20,23.02
349,Jalu,LY,2022-05-14 04:33:47,29.0331,21.5482,65.14,59,1,14.14
350,Pitimbu,BR,2022-05-14 04:33:47,-7.4706,-34.8086,75.79,83,78,8.68
351,Joshimath,IN,2022-05-14 04:33:48,30.5667,79.5667,79.11,43,6,7.72
352,Navalmoral De La Mata,ES,2022-05-14 04:33:48,39.8916,-5.5406,64.04,56,100,2.08
353,Santa Cruz,BO,2022-05-14 04:30:04,-17.8,-63.1667,72.86,88,40,3.44
354,Hala,PK,2022-05-14 04:33:49,25.8131,68.4227,112.12,6,0,19.3
355,Ormara,PK,2022-05-14 04:33:49,25.2088,64.6357,85.86,64,0,14.81
356,Nizhnyaya Tavda,RU,2022-05-14 04:33:50,57.6731,66.1725,50.29,86,100,8.43
357,Saint George,US,2022-05-14 04:33:50,37.1041,-113.5841,75.79,17,0,5.75
358,Mugur-Aksy,RU,2022-05-14 04:33:51,50.35,90.5,54.99,19,2,2.08
359,Ayan,RU,2022-05-14 04:33:52,56.45,138.1667,32.65,91,47,6.31
360,Smithers,CA,2022-05-14 04:33:54,54.7804,-127.1743,44.92,53,20,5.75
361,Ambulu,ID,2022-05-14 04:33:57,-8.345,113.6058,87.31,66,86,5.21
362,De Aar,ZA,2022-05-14 04:33:58,-30.6497,24.0123,47.37,34,85,1.19
363,Honiara,SB,2022-05-14 04:33:59,-9.4333,159.95,82.99,78,44,1.97
364,Nago,JP,2022-05-14 04:34:00,26.5881,127.9761,76.05,95,100,6.49
365,Ixtapa,MX,2022-05-14 04:32:51,20.7,-105.2,78.03,83,20,3.44
366,Umba,RU,2022-05-14 04:34:01,66.6871,34.3429,45.37,79,39,2.91
367,Namatanai,PG,2022-05-14 04:34:01,-3.6667,152.4333,84.13,65,47,5.55
368,Quatre Cocos,MU,2022-05-14 04:34:02,-20.2078,57.7625,76.08,68,81,11.83
369,Magaria,NE,2022-05-14 04:34:02,12.9983,8.9099,79.81,14,92,9.19
370,Mpongwe,ZM,2022-05-14 04:34:03,-13.5091,28.155,56.84,77,0,5.08
371,Rohnert Park,US,2022-05-14 04:34:03,38.3396,-122.7011,63.91,77,0,4.61
372,Tiarei,PF,2022-05-14 04:34:04,-17.5333,-149.3333,80.62,69,2,15.59
373,Svetlaya,RU,2022-05-14 04:34:06,46.5389,138.3297,42.84,95,100,9.19
374,Mukhen,RU,2022-05-14 04:34:06,48.1,136.1,58.57,28,100,11.68
375,Novo Aripuana,BR,2022-05-14 04:34:07,-5.1206,-60.3797,73.78,97,100,1.63
376,Wilmington,US,2022-05-14 04:33:59,34.2257,-77.9447,69.71,89,75,4.61
377,Helena,US,2022-05-14 04:30:10,46.5927,-112.0361,43.79,34,0,11.01
378,Rio Cuarto,AR,2022-05-14 04:30:54,-33.1307,-64.3499,56.48,80,98,1.97
379,Davila,PH,2022-05-14 04:34:09,18.4726,120.5763,89.58,69,97,12.82
380,Killybegs,IE,2022-05-14 04:34:10,54.6333,-8.45,48.7,93,96,7.29
381,Brooks,CA,2022-05-14 04:34:10,50.5834,-111.8851,44.58,87,100,4.61
382,Terralba,IT,2022-05-14 04:34:12,39.7192,8.6392,53.78,61,43,3.65
383,Kupang,ID,2022-05-14 04:34:12,-10.1667,123.5833,85.86,66,20,10.2
384,Lukovetskiy,RU,2022-05-14 04:34:13,64.2956,41.9211,53.47,58,53,3.22
385,Hericourt,FR,2022-05-14 04:34:15,47.5731,6.7614,54.95,92,8,2.84
386,Juli,PE,2022-05-14 04:34:15,-16.2167,-69.45,37.94,62,35,1.86
387,Sao Lourenco Do Sul,BR,2022-05-14 04:34:16,-31.3653,-51.9783,59.25,86,100,7.52
388,Mahuva,IN,2022-05-14 04:34:16,21.0914,71.7622,91.8,51,3,14.32
389,Swan Hill,AU,2022-05-14 04:33:22,-35.3378,143.5544,63.25,73,100,8.39
390,Umm Lajj,SA,2022-05-14 04:34:18,25.0213,37.2685,96.64,20,0,15.14
391,Tasiilaq,GL,2022-05-14 04:34:19,65.6145,-37.6368,23.16,73,36,5.03
392,Jiwani,PK,2022-05-14 04:34:23,25.05,61.7417,85.78,71,0,5.01
393,Turukhansk,RU,2022-05-14 04:34:24,65.8167,87.9833,58.17,63,81,7.0
394,Kuching,MY,2022-05-14 04:34:25,1.55,110.3333,89.82,66,20,5.01
395,Cukai,MY,2022-05-14 04:34:25,4.25,103.4167,87.75,67,56,6.58
396,Novyy Urengoy,RU,2022-05-14 04:34:26,66.0833,76.6333,42.35,100,100,6.71
397,Odienne,CI,2022-05-14 04:34:26,9.51,-7.5692,77.76,71,91,2.98
398,Flinders,AU,2022-05-14 04:34:27,-34.5833,150.8552,80.19,75,80,7.0
399,Batemans Bay,AU,2022-05-14 04:34:27,-35.7167,150.1833,68.09,67,81,6.58
400,Klaksvik,FO,2022-05-14 04:34:29,62.2266,-6.589,40.12,77,95,5.17
401,Deputatskiy,RU,2022-05-14 04:34:29,69.3,139.9,20.05,68,100,4.41
402,Turayf,SA,2022-05-14 04:34:30,31.6725,38.6637,66.45,32,0,9.22
403,Otavi,NA,2022-05-14 04:34:30,-19.65,17.3333,56.16,29,0,3.83
404,Anchorage,US,2022-05-14 04:34:31,61.2181,-149.9003,45.48,83,100,6.91
405,Rawson,AR,2022-05-14 04:34:31,-43.3002,-65.1023,49.98,50,100,17.6
406,San Quintin,MX,2022-05-14 04:34:32,30.4833,-115.95,62.13,74,78,7.34
407,Sacalaz,RO,2022-05-14 04:34:32,45.7583,21.1122,61.23,94,0,4.61
408,Kargil,IN,2022-05-14 04:34:34,34.5667,76.1,53.4,31,0,2.17
409,Margate,GB,2022-05-14 04:34:34,51.3813,1.3862,50.31,87,35,1.99
410,Zapolyarnyy,RU,2022-05-14 04:34:35,69.4154,30.8136,38.48,75,12,1.72
411,Shimoda,JP,2022-05-14 04:32:35,34.6667,138.95,76.1,86,100,16.89
412,Buta,CD,2022-05-14 04:34:36,2.7858,24.73,70.45,98,89,1.36
413,Antibes,FR,2022-05-14 04:34:37,43.5624,7.1278,60.13,86,20,5.75
414,Sungaipenuh,ID,2022-05-14 04:34:38,-2.0833,101.3833,84.85,48,30,3.15
415,Tomatlan,MX,2022-05-14 04:34:38,19.9333,-105.25,72.46,88,92,0.36
416,Honolulu,US,2022-05-14 04:33:43,21.3069,-157.8583,82.22,69,40,13.8
417,Sisimiut,GL,2022-05-14 04:34:39,66.9395,-53.6735,22.6,73,89,4.97
418,Ballina,AU,2022-05-14 04:34:39,-28.8667,153.5667,69.78,80,77,13.44
419,Tefe,BR,2022-05-14 04:34:40,-3.3542,-64.7114,73.4,99,70,1.74
420,Sibay,RU,2022-05-14 04:34:40,52.7181,58.6658,49.73,66,100,16.37
421,Tigil,RU,2022-05-14 04:33:14,57.8,158.6667,49.84,71,99,3.09
422,Waipawa,NZ,2022-05-14 04:34:41,-41.4122,175.5153,56.8,75,91,7.9
423,Never,FR,2022-05-14 04:34:41,46.9896,3.159,49.75,90,13,3.06
424,Kroonstad,ZA,2022-05-14 04:34:42,-27.6504,27.2349,53.01,58,99,4.05
425,Emba,KZ,2022-05-14 04:34:42,48.8264,58.1442,63.09,65,99,16.69
426,Lyuban,BY,2022-05-14 04:34:43,52.7985,28.0048,50.65,76,63,10.65
427,Nanortalik,GL,2022-05-14 04:34:43,60.1432,-45.2371,28.8,83,97,6.31
428,Grand-Lahou,CI,2022-05-14 04:34:44,5.1367,-5.0242,80.28,86,91,7.9
429,Kwinana,AU,2022-05-14 04:34:44,-32.25,115.7667,71.19,85,80,5.01
430,Livenka,RU,2022-05-14 04:34:45,50.4491,38.2959,55.06,69,100,5.82
431,Tsiroanomandidy,MG,2022-05-14 04:34:45,-18.7667,46.0333,64.47,68,0,3.8
432,Ilulissat,GL,2022-05-14 04:34:46,69.2167,-51.1,21.22,86,100,0.0
433,Omboue,GA,2022-05-14 04:34:46,-1.5746,9.2618,76.93,92,79,6.62
434,Tazmalt,DZ,2022-05-14 04:34:46,36.3868,4.3989,65.91,68,4,1.14
435,Verkh-Usugli,RU,2022-05-14 04:34:47,52.7,115.1667,61.56,23,31,9.66
436,Nizwa,OM,2022-05-14 04:34:47,22.9333,57.5333,91.44,13,3,5.53
437,Luganville,VU,2022-05-14 04:34:48,-15.5333,167.1667,78.26,79,98,11.77
438,Kamenka,RU,2022-05-14 04:34:48,51.3223,42.7678,53.64,71,61,10.47
439,Wanxian,CN,2022-05-14 04:34:49,30.8039,108.3897,61.65,92,100,8.37
440,Glenwood Springs,US,2022-05-14 04:30:48,39.5505,-107.3248,56.21,45,0,11.5
441,Pinawa,CA,2022-05-14 04:34:49,50.1489,-95.8811,49.71,69,87,17.76
442,Zhezkazgan,KZ,2022-05-14 04:34:50,47.8043,67.7144,67.98,40,0,8.95
443,Taoudenni,ML,2022-05-14 04:34:50,22.6783,-3.9836,80.02,9,31,14.18
444,Sinop,TR,2022-05-14 04:34:51,41.7711,34.8709,45.03,55,4,6.71
445,Sinnamary,GF,2022-05-14 04:34:52,5.3833,-52.95,76.86,91,100,9.86
446,Polunochnoye,RU,2022-05-14 04:34:54,60.8697,60.4153,45.1,90,100,6.2
447,Ahipara,NZ,2022-05-14 04:34:55,-35.1667,173.1667,59.85,66,100,7.31
448,Crotone,IT,2022-05-14 04:34:57,39.0851,17.1178,64.18,65,6,2.19
449,Ayna,PE,2022-05-14 04:34:58,-12.65,-73.9167,58.46,82,27,2.57
450,Banjarmasin,ID,2022-05-14 04:34:58,-3.3244,114.591,80.74,65,99,1.36
451,Houston,US,2022-05-14 04:31:50,29.7633,-95.3633,79.2,78,0,11.5
452,Viedma,AR,2022-05-14 04:35:00,-40.8135,-62.9967,47.77,54,96,10.2
453,Lapy,PL,2022-05-14 04:35:01,52.9911,22.8842,50.25,85,68,11.45
454,Port Lincoln,AU,2022-05-14 04:35:03,-34.7333,135.8667,66.02,63,3,19.82
455,Talnakh,RU,2022-05-14 04:35:04,69.4865,88.3972,40.21,100,100,5.5
456,La Rioja,ES,2022-05-14 04:35:06,42.25,-2.5,47.98,75,100,6.87
457,Lakatoro,VU,2022-05-14 04:35:06,-16.0999,167.4164,78.94,71,93,11.25
458,Santa Isabel Do Rio Negro,BR,2022-05-14 04:35:08,-0.4139,-65.0192,72.12,99,70,2.71
459,Murmashi,RU,2022-05-14 04:34:27,68.8154,32.8115,41.41,65,0,0.0
460,Palembang,ID,2022-05-14 04:35:09,-2.9167,104.7458,89.69,66,40,8.05
461,Aksarka,RU,2022-05-14 04:33:20,66.5606,67.7975,47.26,84,56,3.02
462,Kendari,ID,2022-05-14 04:35:10,-3.945,122.4989,87.8,63,100,4.5
463,Clyde River,CA,2022-05-14 04:35:10,70.4692,-68.5914,19.63,86,100,16.11
464,Marshfield,US,2022-05-14 04:33:18,44.6689,-90.1718,72.48,52,0,6.91
465,Muravlenko,RU,2022-05-14 04:35:11,63.7898,74.523,57.58,63,98,13.51
466,Fairview,US,2022-05-14 04:35:11,40.8126,-73.999,66.11,91,75,4.61
467,Danjiangkou,CN,2022-05-14 04:35:13,32.5428,111.5086,57.0,75,100,9.08
468,Tuatapere,NZ,2022-05-14 04:35:13,-46.1333,167.6833,52.79,89,95,4.81
469,Kadoma,JP,2022-05-14 04:35:14,34.7333,135.5833,68.38,66,75,10.36
470,Lahat,ID,2022-05-14 04:35:14,-3.8,103.5333,91.51,55,33,3.36
471,Nagaur,IN,2022-05-14 04:35:15,27.2,73.7333,106.34,12,0,19.46
472,Maumere,ID,2022-05-14 04:35:16,-8.6199,122.2111,85.08,66,47,0.67
473,Mairena Del Alcor,ES,2022-05-14 04:34:31,37.373,-5.7495,69.48,76,0,5.75
474,Tezu,IN,2022-05-14 04:35:17,27.9167,96.1667,79.41,83,95,2.66
475,Tera,NE,2022-05-14 04:35:33,14.0078,0.7531,89.11,44,63,13.98
476,Berlevag,NO,2022-05-14 04:35:33,70.8578,29.0864,37.35,65,100,10.36
477,Brownsville,US,2022-05-14 04:35:35,25.9018,-97.4975,78.03,83,20,8.05
478,Guerrero Negro,MX,2022-05-14 04:35:35,27.9769,-114.0611,63.32,73,97,9.53
479,Itarema,BR,2022-05-14 04:35:36,-2.9248,-39.9167,75.96,93,100,9.55
480,Nexo,DK,2022-05-14 04:35:36,55.0607,15.1306,51.89,87,58,24.58
481,Mogadishu,SO,2022-05-14 04:35:38,2.0371,45.3438,84.07,74,20,19.57
482,Vaitape,PF,2022-05-14 04:35:38,-16.5167,-151.75,81.43,72,62,15.95
483,Valdivia,CL,2022-05-14 04:30:59,-39.8142,-73.2459,35.69,96,30,2.91
484,Mangai,CD,2022-05-14 04:35:40,-4.05,19.5333,70.38,97,63,1.45
485,Tarragona,ES,2022-05-14 04:35:40,41.129,1.249,63.05,67,0,5.75
486,Marzuq,YE,2022-05-14 04:35:41,14.4,46.4667,81.05,14,32,7.23
487,Kautokeino,NO,2022-05-14 04:35:41,69.0125,23.0412,33.82,99,100,1.88
488,Volksrust,ZA,2022-05-14 04:35:43,-27.3654,29.8818,50.0,58,98,2.98
489,Bandar,ID,2022-05-14 04:31:57,2.05,99.75,92.97,51,71,3.06
490,Broome,US,2022-05-14 04:35:43,42.2506,-75.833,66.58,89,0,5.75
491,Alibag,IN,2022-05-14 04:35:44,18.6411,72.8792,89.67,63,42,8.99
492,Mogzon,RU,2022-05-14 04:35:45,51.7435,111.9606,60.8,22,53,11.18
493,Fremont,US,2022-05-14 04:31:53,37.5483,-121.9886,66.51,79,0,14.97
494,Tiverton,GB,2022-05-14 04:35:46,50.9,-3.4833,50.07,95,88,2.8
495,Apastovo,RU,2022-05-14 04:35:47,55.2029,48.5109,52.65,76,2,13.82
496,Yuli,NG,2022-05-14 04:35:49,9.6989,10.2744,74.82,86,60,6.44
497,Burnie,AU,2022-05-14 04:35:49,-41.0667,145.9167,59.94,96,99,15.23
498,Acarau,BR,2022-05-14 04:35:50,-2.8856,-40.12,76.71,91,100,10.38
499,San Patricio,US,2022-05-14 04:35:50,28.017,-97.5169,80.49,90,31,6.46
500,Aleksin,RU,2022-05-14 04:33:11,54.51,37.08,52.63,77,89,11.9
501,Boa Vista,BR,2022-05-14 04:34:24,2.8197,-60.6733,78.78,83,0,3.44
502,Westport,US,2022-05-14 04:35:52,41.1415,-73.3579,66.43,96,100,3.44
503,Zhigalovo,RU,2022-05-14 04:35:52,54.8097,105.1578,71.92,19,34,2.8
504,Dharchula,IN,2022-05-14 04:35:53,29.85,80.5333,86.43,37,10,7.27
505,Eydhafushi,MV,2022-05-14 04:35:53,5.1033,73.0708,79.99,84,100,37.67
506,Krasnovishersk,RU,2022-05-14 04:35:54,60.4078,57.082,46.62,96,100,2.62
507,Maiduguri,NG,2022-05-14 04:35:55,11.8464,13.1603,80.94,57,53,8.52
508,Branford,US,2022-05-14 04:35:56,41.2795,-72.8151,68.22,96,100,3.44
509,Acara,BR,2022-05-14 04:35:57,-1.9608,-48.1967,73.35,100,83,2.26
510,Kaeo,NZ,2022-05-14 04:35:58,-35.1,173.7833,62.33,76,100,7.09
511,Bhainsdehi,IN,2022-05-14 04:35:58,21.6467,77.6325,97.81,20,9,13.09
512,Kahului,US,2022-05-14 04:35:58,20.8947,-156.47,78.82,71,40,18.41
513,Necochea,AR,2022-05-14 04:35:59,-38.5473,-58.7368,45.28,66,49,8.37
514,Warrington,GB,2022-05-14 04:35:59,53.3925,-2.5802,52.61,89,0,5.75
515,Pangody,RU,2022-05-14 04:36:01,65.85,74.4859,46.36,96,91,8.32
516,Itoman,JP,2022-05-14 04:36:02,26.1247,127.6694,75.97,96,75,13.8
517,Luderitz,NA,2022-05-14 04:36:04,-26.6481,15.1594,55.04,63,28,12.71
518,Matagami,CA,2022-05-14 04:36:05,49.7502,-77.6328,59.11,94,75,3.44
519,Lasa,IT,2022-05-14 04:36:06,46.6166,10.7002,58.08,88,96,2.95
520,Nha Trang,VN,2022-05-14 04:32:54,12.25,109.1833,93.2,66,62,9.73
521,Totness,SR,2022-05-14 04:36:07,5.8833,-56.3167,76.98,88,69,10.89
522,Dire Dawa,ET,2022-05-14 04:36:08,9.5931,41.8661,83.46,21,20,6.35
523,Luau,AO,2022-05-14 04:36:09,-10.7073,22.2247,59.95,67,13,4.03
524,Tukrah,LY,2022-05-14 04:36:10,32.5341,20.5791,63.7,78,33,4.25
525,Plover,US,2022-05-14 04:36:10,44.4564,-89.544,73.15,56,100,6.91
526,Beloha,MG,2022-05-14 04:36:18,-25.1667,45.05,67.32,76,0,5.91
527,Palmer,US,2022-05-14 04:36:18,42.1584,-72.3287,67.37,99,19,4.07
528,Santa Maria,BR,2022-05-14 04:36:19,-29.6842,-53.8069,53.38,93,100,4.85
529,Qaqortoq,GL,2022-05-14 04:36:19,60.7167,-46.0333,30.04,80,23,10.09
530,Amasya,TR,2022-05-14 04:36:20,40.6667,35.8333,55.08,54,0,2.95
531,Amudat,UG,2022-05-14 04:36:20,1.95,34.95,71.74,57,87,2.08
532,Clinton,US,2022-05-14 04:32:06,42.587,-82.9199,71.06,81,0,8.05
533,Amuntai,ID,2022-05-14 04:36:22,-2.4177,115.2494,88.95,58,100,1.9
534,Jizan,SA,2022-05-14 04:36:23,17.3333,42.6667,86.94,40,100,4.88
535,Pucallpa,PE,2022-05-14 04:36:24,-8.3791,-74.5539,75.24,100,20,2.3
536,Oktyabrskiy,RU,2022-05-14 04:36:24,54.4815,53.471,53.87,70,27,12.75
537,Piuma,BR,2022-05-14 04:36:25,-20.8378,-40.7219,70.0,90,90,4.23
538,Finschhafen,PG,2022-05-14 04:36:28,-6.6024,147.8681,85.62,70,87,9.55
539,Coquimbo,CL,2022-05-14 04:33:16,-29.9533,-71.3436,55.13,94,0,4.61
540,Kingisepp,RU,2022-05-14 04:36:29,59.3733,28.6134,47.82,68,68,5.68
541,Sungairaya,ID,2022-05-14 04:36:29,0.7,108.9,89.92,56,43,5.91
542,Agua Verde,MX,2022-05-14 04:36:30,22.9,-106.05,75.29,77,75,0.51
543,Vila Velha,BR,2022-05-14 04:36:32,-20.3297,-40.2925,71.55,88,75,3.44
544,Avera,US,2022-05-14 04:36:32,33.194,-82.5271,62.65,93,50,3.29
545,Bonavista,CA,2022-05-14 04:36:32,48.6499,-53.1147,34.16,85,100,7.67
546,Phan Thiet,VN,2022-05-14 04:36:34,10.9333,108.1,91.89,59,68,13.11
547,Amberley,US,2022-05-14 04:36:36,39.2048,-84.428,68.92,77,0,0.0
548,Dauphin,CA,2022-05-14 04:36:36,51.1494,-100.0502,48.34,100,100,24.16
549,Jadu,LY,2022-05-14 04:36:37,31.953,12.0261,57.15,57,0,8.79
550,Waitara,NZ,2022-05-14 04:36:38,-38.925,174.25,64.22,75,98,14.29
551,Ponta Delgada,PT,2022-05-14 04:36:38,37.7333,-25.6667,62.51,88,75,13.8
552,Ambilobe,MG,2022-05-14 04:36:39,-13.2,49.05,75.7,71,19,3.89
553,Grand-Santi,GF,2022-05-14 04:36:39,4.25,-54.3833,71.94,100,100,1.97
554,Lata,PT,2022-05-14 04:36:40,40.1629,-8.3327,59.81,66,100,2.82
555,Buckeye,US,2022-05-14 04:36:40,33.3703,-112.5838,84.88,9,0,8.05
556,Naryan-Mar,RU,2022-05-14 04:36:41,67.6713,53.087,52.45,71,25,7.78
557,Namibe,AO,2022-05-14 04:36:41,-15.1961,12.1522,72.59,61,1,6.42
558,Sulangan,PH,2022-05-14 04:36:43,11.1373,123.7228,84.02,70,79,2.19
559,Saryg-Sep,RU,2022-05-14 04:36:43,51.5,95.6,69.12,15,7,3.67
560,Port-Gentil,GA,2022-05-14 04:36:45,-0.7193,8.7815,81.03,80,100,10.8
561,Kalmunai,LK,2022-05-14 04:36:45,7.4167,81.8167,88.88,59,94,1.23
562,Karaton,ID,2022-05-14 04:36:47,-6.3424,106.1045,91.09,50,69,1.66
563,Sopelana,ES,2022-05-14 04:36:47,43.3789,-2.9831,64.81,87,75,4.61
564,Sao Gabriel Da Cachoeira,BR,2022-05-14 04:36:48,-0.1303,-67.0892,73.24,99,100,2.26
565,Rexburg,US,2022-05-14 04:33:20,43.826,-111.7897,53.11,32,0,12.66
566,Hamilton,US,2022-05-14 04:36:39,39.1834,-84.5333,69.6,77,0,0.0
567,Porlamar,VE,2022-05-14 04:36:49,10.958,-63.8491,78.89,94,32,17.27
568,Nuwara Eliya,LK,2022-05-14 04:36:51,6.9708,80.7829,61.02,93,100,6.22
569,Ngunguru,NZ,2022-05-14 04:36:51,-35.6167,174.5,60.39,72,100,10.0
570,Moranbah,AU,2022-05-14 04:36:55,-22.0016,148.0466,79.61,53,44,7.23
571,Mayo,US,2022-05-14 04:36:55,38.8876,-76.5119,68.25,95,100,5.75
572,Vardo,NO,2022-05-14 04:36:56,70.3705,31.1107,37.38,70,100,6.91
573,Rorvik,NO,2022-05-14 04:37:00,64.8621,11.2373,43.93,81,100,23.33
574,Aquiraz,BR,2022-05-14 04:37:02,-3.9014,-38.3911,77.09,90,100,9.13
575,Kungurtug,RU,2022-05-14 04:37:02,50.5994,97.5228,60.3,16,9,3.02
576,Nouadhibou,MR,2022-05-14 04:37:04,20.931,-17.0347,71.58,73,0,19.57
577,Camabatela,AO,2022-05-14 04:37:04,-8.1881,15.375,62.13,97,37,1.05
